Market,Data Request Type,Eligible for Combined Bill,Wireless Account Type,Wireless BAN Status,Plan Type,No. of Subscribers,Liability Type,Upgrade Eligibility,Discount,Pre-registered,U-verse Account Type,U-verse Products,No. Voip Lines,Promotions,DTV Plan Name
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,2,B2C,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,Product Based (IPTV + CVOIP + HSIA),
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,B2C,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Post Installed FMO DTV customer with active roll-to-pay promotion on NFL sunday ticket max 2017 and dog tv and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,Post Installed FMO DTV customer with active roll-to-pay promotion on hd extra pack and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Post Installed FMO DTV customer with active roll-to-pay promotion on hd extra pack and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,Post Installed FMO DTV customer with active roll-to-pay promotion on NFL sunday ticket max 2017 and dog tv and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (HSIA, Voip)",0,,Post Installed FMO DTV customer with active roll-to-pay promotion on NFL sunday ticket max 2017 and dog tv and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (HSIA, Voip)",0,,Post Installed FMO DTV customer with active roll-to-pay promotion on only dog tv and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Post Installed FMO DTV customer with active roll-to-pay promotion on NFL sunday ticket max 2017 and dog tv and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,Post Installed FMO DTV customer with active roll-to-pay promotion on hd extra pack and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,Post Installed FMO DTV customer with active roll-to-pay promotion on hd extra pack and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (IPTV, HSIA)",0,,Post Installed FMO DTV customer with active roll-to-pay promotion on NFL sunday ticket max 2017 and dog tv and the promotion should be serving the last month of the promotional period
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (IPTV, Voip)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,"Double Play (HSIA, Voip)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,"Double Play (HSIA, Voip)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (IPTV, HSIA)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,"Double Play (IPTV, HSIA)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,"Double Play (IPTV, HSIA)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (HSIA, Voip)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (HSIA, Voip)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (IPTV, HSIA)",0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (IPTV, HSIA)",0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,6,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,3,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,3,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,3,CRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,order with professionalinstallation
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,repair only
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Please provide Directvnow with service code 56
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,Upgrade Eligible,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,2,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,4,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,5,CRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,6,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,5,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,5,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,5,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,5,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,11,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (HSIA, Voip)",0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,"Double Play (IPTV, HSIA)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (IPTV, HSIA)",0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account   Legacy DirectTV ID should meet our ATT Access Id naming and security requirements but the Legacy ID should be same as that of above provided  slid in Row 14
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,Uban converted Legacy DirectV account   Legacy DirectTV ID should meet our ATT Access Id naming and security requirements but the Legacy ID should be same as that of above provided  slid in Row 14
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,Uban converted Legacy DirectV account  Legacy DirectTV ID should not meet ATT Access Id naming and security requirements
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account  Legacy DirectTV ID should not meet ATT Access Id naming and security requirements
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account  Legacy DirectTV ID should not meet ATT Access Id naming and security requirements
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,5,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,4,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,4,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,5,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,6,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,Uban converted Legacy DirectV account   Legacy DirectTV ID should meet our ATT Access Id naming and security requirements but the Legacy ID should be same as that of above provided  slid in Row 14
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account   Legacy DirectTV ID should meet our ATT Access Id naming and security requirements but the Legacy ID should be same as that of above provided  slid in Row 14
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account  Legacy DirectTV ID should not meet ATT Access Id naming and security requirements
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account  Legacy DirectTV ID should not meet ATT Access Id naming and security requirements
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account  Legacy DirectTV ID should not meet ATT Access Id naming and security requirements
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,4,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,6,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,4,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,5,IRU,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account   Legacy DirectTV ID should meet our ATT Access Id naming and security requirements but the Legacy ID should be same as that of above provided  slid in Row 4
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account   Legacy DirectTV ID should meet our ATT Access Id naming and security requirements but the Legacy ID should be same as that of above provided  slid in Row 10
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account   Legacy DirectTV ID should meet our ATT Access Id naming and security requirements but the Legacy ID should be same as that of above provided  slid in Row 16
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account   Legacy DirectTV ID should meet our ATT Access Id naming and security requirements but the Legacy ID should be same as that of above provided  slid in Row 22
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Uban converted Legacy DirectV account   Legacy DirectTV ID should meet our ATT Access Id naming and security requirements but the Legacy ID should be same as that of above provided  slid in Row 28
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Albama,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,UBAN converted Legacy DirectV account   UBAN needs to have an autogenerated AAID without removing the OTF flow DTV ID
Newyork,WIRELESS,,IR - Individual Regular,Open,Mixed,9,IRU,,,No,,,0,,
Newyork,WIRELESS,,IR - Individual Regular,Open,Mobile Share,9,IRU,,,No,,,0,,
Newyork,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,,,0,,
Newyork,WIRELESS,,IR - Individual Regular,Open,Family Talk,5,B2C,,,No,,,0,,
Newyork,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,,,0,,
